,High,Low,Open,Close,Volume,tweets,Marketcap,google_trends,profitability,transaction_fee,change,fluction,price,Date
12,545.3820190429689,526.0800170898439,542.572021484375,526.4390258789061,1300009984.0,51799123912.0,,5.343,0.0428,0.0428,0,-0.00409,524.2869873046875,2018-03-24
13,535.8209838867189,515.6589965820311,522.7030029296875,524.2869873046875,1151170048.0,51598047955.4,,5.484,0.0409,0.0409,0,-0.06549,489.95098876953125,2018-03-25
14,526.3790283203125,470.4400024414063,524.2869873046875,489.95098876953125,1638880000.0,48228842327.3,,8.665,0.0385,0.0385,0,-0.0813,450.1159973144531,2018-03-26
15,491.4590148925781,449.97100830078125,489.5899963378906,450.1159973144531,1617939968.0,44316774117.9,,8.899,0.0361,0.0361,0,-0.00852,446.2789916992188,2018-03-27
16,466.21099853515625,444.8609924316406,450.2909851074219,446.2789916992188,1514179968.0,43948072320.8,,8.805,0.0354,0.0354,0,-0.13514,385.9679870605469,2018-03-28
17,450.81298828125,385.81298828125,448.07501220703125,385.9679870605469,1970230016.0,38016727208.9,,12.220999999999998,0.0332,0.0332,1,0.02248,394.6449890136719,2018-03-29
18,409.9289855957031,368.6329956054688,385.9049987792969,394.6449890136719,1878130048.0,38879465943.6,,10.975999999999999,0.0305,0.0305,1,0.00459,396.4570007324219,2018-03-30
19,418.4679870605469,392.9530029296875,395.0039978027344,396.4570007324219,1323920000.0,39066085341.7,,7.2989999999999995,0.0322,0.0322,0,-0.0425,379.6069946289063,2018-03-31
20,400.5280151367188,363.80499267578125,397.2539978027344,379.6069946289063,1256930048.0,37413407420.1,,8.215,0.0301,0.0301,1,0.01796,386.4249877929688,2018-04-01
21,395.1709899902344,377.5929870605469,379.6990051269531,386.4249877929688,1102259968.0,38093277842.3,,7.882999999999999,0.0308,0.0308,1,0.07885,416.89300537109375,2018-04-02
22,418.9679870605469,383.5320129394531,387.31201171875,416.89300537109375,1363399936.0,41105280497.5,,8.309,0.0328,0.0328,0,-0.08719,380.5429992675781,2018-04-03
23,417.47198486328125,375.30999755859375,416.4849853515625,380.5429992675781,1287730048.0,37528933631.2,,7.836,0.0315,0.0315,1,0.00707,383.2319946289063,2018-04-04
24,387.7160034179688,369.8160095214844,379.9469909667969,383.2319946289063,1210680064.0,37802008407.7,,7.79,0.031,0.031,0,-0.03378,370.2850036621094,2018-04-05
25,385.1950073242188,366.9110107421875,382.7309875488281,370.2850036621094,967105984.0,36532478895.9,,7.13,0.0293,0.0293,1,0.04059,385.3139953613281,2018-04-06
26,393.0589904785156,369.9360046386719,370.3800048828125,385.3139953613281,951475008.0,38023057370.7,25319.0,5.404,0.0304,0.0304,1,0.03943,400.5079956054688,2018-04-07
27,402.5899963378906,385.60198974609375,385.7430114746094,400.5079956054688,948488000.0,39530560783.8,21190.0,5.2170000000000005,0.0317,0.0317,0,-0.00495,398.5260009765625,2018-04-08
